PickID,OrderID,PPS_ID,PickerType,PickerID,StartTime,EndTime,UnitsPicked,PickDuration
PICK_419,ORD_419,PPS_5,Robot,RBT_1,2024-03-11 06:50:00,2024-03-11 06:51:06.358560,6,66.35855951660866
PICK_420,ORD_420,PPS_3,Human,Operator_2,2024-03-02 07:36:00,2024-03-02 07:39:29.485212,5,209.4852119787171
PICK_421,ORD_421,PPS_5,Robot,RBT_1,2024-03-26 16:36:00,2024-03-26 16:36:11.483908,4,11.48390842329242
PICK_422,ORD_422,PPS_2,Human,Operator_1,2024-03-28 13:00:00,2024-03-28 13:04:29.900814,2,269.90081425832113
PICK_423,ORD_423,PPS_5,Human,Operator_4,2024-03-22 03:08:00,2024-03-22 03:11:15.815313,8,195.8153133692072
PICK_424,ORD_424,PPS_1,Robot,RBT_3,2024-03-24 05:24:00,2024-03-24 05:24:24.423153,10,24.423153091474703
PICK_425,ORD_425,PPS_3,Human,Operator_1,2024-03-13 22:58:00,2024-03-13 23:01:01.646655,6,181.6466547989771
PICK_426,ORD_426,PPS_5,Human,Operator_2,2024-03-20 12:12:00,2024-03-20 12:16:58.768455,7,298.7684553583374
PICK_427,ORD_427,PPS_2,Human,Operator_5,2024-03-30 21:02:00,2024-03-30 21:03:43.098940,7,103.09894018793784
PICK_428,ORD_428,PPS_3,Robot,RBT_1,2024-03-05 08:40:00,2024-03-05 08:42:18.162668,2,138.1626683596125
PICK_429,ORD_429,PPS_3,Human,Operator_5,2024-03-30 17:13:00,2024-03-30 17:14:52.169171,6,112.16917097625698
PICK_430,ORD_430,PPS_5,Robot,RBT_4,2024-03-24 10:40:00,2024-03-24 10:42:04.516513,10,124.51651315692382
PICK_431,ORD_431,PPS_1,Robot,RBT_5,2024-03-11 07:43:00,2024-03-11 07:43:51.073708,8,51.07370773154938
PICK_432,ORD_432,PPS_4,Robot,RBT_3,2024-03-22 04:38:00,2024-03-22 04:40:28.121333,3,148.1213325494191
PICK_433,ORD_433,PPS_5,Human,Operator_1,2024-03-26 02:17:00,2024-03-26 02:18:09.725313,9,69.72531324966741
PICK_434,ORD_434,PPS_1,Human,Operator_4,2024-03-03 02:44:00,2024-03-03 02:47:21.860896,4,201.86089591547577
PICK_435,ORD_435,PPS_2,Human,Operator_4,2024-03-28 13:27:00,2024-03-28 13:28:12.469371,5,72.4693705325899
PICK_436,ORD_436,PPS_1,Robot,RBT_3,2024-03-21 08:09:00,2024-03-21 08:10:21.779795,5,81.77979469410198
PICK_437,ORD_437,PPS_1,Human,Operator_3,2024-03-12 20:19:00,2024-03-12 20:19:34.048743,1,34.04874349019286
PICK_438,ORD_438,PPS_3,Human,Operator_1,2024-03-19 22:51:00,2024-03-19 22:55:09.551008,10,249.55100761061587
PICK_439,ORD_439,PPS_2,Robot,RBT_1,2024-03-03 15:20:00,2024-03-03 15:20:16.432109,10,16.432109273796748
PICK_440,ORD_440,PPS_4,Human,Operator_4,2024-03-24 16:54:00,2024-03-24 16:56:54.099294,4,174.09929354464697
PICK_441,ORD_441,PPS_3,Robot,RBT_4,2024-03-30 19:39:00,2024-03-30 19:40:04.119270,10,64.11926951810754
PICK_442,ORD_442,PPS_3,Human,Operator_5,2024-03-19 00:48:00,2024-03-19 00:50:33.313539,9,153.31353892406463
PICK_443,ORD_443,PPS_5,Robot,RBT_3,2024-03-26 21:22:00,2024-03-26 21:23:05.678727,2,65.67872697448655
PICK_444,ORD_444,PPS_5,Human,Operator_4,2024-03-10 08:28:00,2024-03-10 08:29:51.984961,4,111.98496119888128
PICK_445,ORD_445,PPS_2,Human,Operator_1,2024-03-09 14:19:00,2024-03-09 14:22:09.304805,6,189.30480477672944
PICK_446,ORD_446,PPS_4,Robot,RBT_4,2024-03-07 13:45:00,2024-03-07 13:46:01.066261,3,61.06626117012272
PICK_447,ORD_447,PPS_3,Human,Operator_3,2024-03-28 12:49:00,2024-03-28 12:52:08.923637,3,188.92363742956005
PICK_448,ORD_448,PPS_2,Human,Operator_2,2024-03-18 21:43:00,2024-03-18 21:43:38.758728,9,38.75872770666795
PICK_449,ORD_449,PPS_5,Human,Operator_3,2024-03-25 02:51:00,2024-03-25 02:53:57.906787,6,177.90678655326863
PICK_450,ORD_450,PPS_1,Robot,RBT_2,2024-03-06 16:47:00,2024-03-06 16:49:08.846836,10,128.8468356208993
PICK_451,ORD_451,PPS_1,Human,Operator_4,2024-03-08 12:09:00,2024-03-08 12:11:17.570920,10,137.5709202914581
PICK_452,ORD_452,PPS_4,Robot,RBT_5,2024-03-20 16:01:00,2024-03-20 16:02:52.794401,1,112.79440145874875
PICK_453,ORD_453,PPS_2,Robot,RBT_3,2024-03-07 13:15:00,2024-03-07 13:16:03.611468,10,63.61146798346203
PICK_454,ORD_454,PPS_3,Human,Operator_5,2024-03-08 08:07:00,2024-03-08 08:08:08.475950,2,68.47594962417652
PICK_455,ORD_455,PPS_3,Robot,RBT_5,2024-03-22 00:16:00,2024-03-22 00:16:36.928339,1,36.928338573945894
PICK_456,ORD_456,PPS_1,Human,Operator_4,2024-03-28 01:43:00,2024-03-28 01:47:36.356130,3,276.356129580828
PICK_457,ORD_457,PPS_1,Human,Operator_1,2024-03-22 12:34:00,2024-03-22 12:36:33.452166,4,153.45216609245676
PICK_458,ORD_458,PPS_5,Robot,RBT_2,2024-03-19 07:53:00,2024-03-19 07:53:19.074705,2,19.07470536976382
PICK_459,ORD_459,PPS_5,Robot,RBT_1,2024-03-14 07:08:00,2024-03-14 07:08:19.394745,7,19.394744906269203
PICK_460,ORD_460,PPS_2,Robot,RBT_3,2024-03-17 13:02:00,2024-03-17 13:03:25.646566,2,85.64656619970548
PICK_461,ORD_461,PPS_3,Human,Operator_5,2024-03-13 14:00:00,2024-03-13 14:02:53.972715,8,173.97271548739593
PICK_462,ORD_462,PPS_1,Human,Operator_4,2024-03-08 14:10:00,2024-03-08 14:11:27.808095,10,87.80809468514718
PICK_463,ORD_463,PPS_2,Human,Operator_5,2024-03-27 13:23:00,2024-03-27 13:26:20.558368,10,200.55836832814998
PICK_464,ORD_464,PPS_1,Robot,RBT_3,2024-03-05 18:28:00,2024-03-05 18:29:36.910850,8,96.91085017592151
PICK_465,ORD_465,PPS_3,Human,Operator_2,2024-03-04 05:26:00,2024-03-04 05:29:08.882238,10,188.88223776652467
PICK_466,ORD_466,PPS_3,Robot,RBT_2,2024-03-18 18:25:00,2024-03-18 18:26:30.675093,9,90.67509302132147
PICK_467,ORD_467,PPS_1,Human,Operator_4,2024-03-07 04:55:00,2024-03-07 04:56:22.118502,5,82.11850173795315
PICK_468,ORD_468,PPS_4,Human,Operator_5,2024-03-01 11:15:00,2024-03-01 11:16:40.243796,1,100.2437957739019
PICK_469,ORD_469,PPS_1,Human,Operator_2,2024-03-11 15:20:00,2024-03-11 15:23:12.875865,4,192.8758652057007
PICK_470,ORD_470,PPS_1,Robot,RBT_2,2024-03-09 03:05:00,2024-03-09 03:06:53.830849,6,113.8308492495658
PICK_471,ORD_471,PPS_4,Human,Operator_3,2024-03-02 05:25:00,2024-03-02 05:26:15.385817,4,75.38581673082359
PICK_472,ORD_472,PPS_2,Human,Operator_5,2024-03-02 05:49:00,2024-03-02 05:51:57.902320,6,177.9023199444706
PICK_473,ORD_473,PPS_2,Human,Operator_3,2024-03-28 13:52:00,2024-03-28 13:54:37.406221,7,157.4062208282394
PICK_474,ORD_474,PPS_5,Human,Operator_3,2024-03-08 02:47:00,2024-03-08 02:48:55.151785,6,115.15178476771915
PICK_475,ORD_475,PPS_1,Robot,RBT_3,2024-03-04 03:39:00,2024-03-04 03:39:48.957245,6,48.957245375068624
PICK_476,ORD_476,PPS_1,Human,Operator_3,2024-03-03 02:58:00,2024-03-03 02:59:49.171323,9,109.17132347459243
PICK_477,ORD_477,PPS_3,Robot,RBT_5,2024-03-12 11:18:00,2024-03-12 11:19:13.428650,6,73.42864964406053
PICK_478,ORD_478,PPS_2,Human,Operator_3,2024-03-27 14:35:00,2024-03-27 14:36:00.338186,10,60.33818578349233
PICK_479,ORD_479,PPS_2,Robot,RBT_4,2024-03-02 07:24:00,2024-03-02 07:25:37.111179,7,97.1111789682554
PICK_480,ORD_480,PPS_3,Human,Operator_3,2024-03-07 18:45:00,2024-03-07 18:46:33.227611,1,93.22761108344835
PICK_481,ORD_481,PPS_4,Human,Operator_4,2024-03-23 22:12:00,2024-03-23 22:15:05.132778,10,185.13277827551792
PICK_482,ORD_482,PPS_5,Human,Operator_2,2024-03-30 17:17:00,2024-03-30 17:21:55.566522,9,295.56652242551326
PICK_483,ORD_483,PPS_3,Human,Operator_4,2024-03-14 08:57:00,2024-03-14 08:58:18.300245,5,78.30024518961672
PICK_484,ORD_484,PPS_4,Robot,RBT_3,2024-03-30 10:05:00,2024-03-30 10:06:22.567552,5,82.56755221696089
PICK_485,ORD_485,PPS_3,Robot,RBT_3,2024-03-13 11:54:00,2024-03-13 11:55:22.907794,8,82.90779403887109
PICK_486,ORD_486,PPS_4,Human,Operator_1,2024-03-26 17:39:00,2024-03-26 17:40:50.454470,1,110.45447028729329
PICK_487,ORD_487,PPS_4,Robot,RBT_2,2024-03-02 17:36:00,2024-03-02 17:37:30.991776,4,90.99177579546757
PICK_488,ORD_488,PPS_4,Robot,RBT_3,2024-03-27 08:59:00,2024-03-27 09:00:06.777122,8,66.77712174552926
PICK_489,ORD_489,PPS_3,Human,Operator_2,2024-03-03 22:10:00,2024-03-03 22:11:05.536236,4,65.53623595718014
PICK_490,ORD_490,PPS_5,Human,Operator_2,2024-03-23 02:07:00,2024-03-23 02:11:25.651055,3,265.6510546909316
PICK_491,ORD_491,PPS_1,Human,Operator_5,2024-03-23 20:52:00,2024-03-23 20:55:02.572859,3,182.57285926954134
PICK_492,ORD_492,PPS_1,Human,Operator_1,2024-03-05 13:38:00,2024-03-05 13:40:04.152188,2,124.15218800568084
PICK_493,ORD_493,PPS_4,Robot,RBT_2,2024-03-28 16:30:00,2024-03-28 16:31:09.814532,2,69.81453183896201
PICK_494,ORD_494,PPS_1,Robot,RBT_3,2024-03-06 22:18:00,2024-03-06 22:18:39.376045,5,39.376044793562926
PICK_495,ORD_495,PPS_3,Human,Operator_4,2024-03-26 06:43:00,2024-03-26 06:47:54.746499,5,294.7464988234228
PICK_496,ORD_496,PPS_2,Robot,RBT_5,2024-03-12 11:28:00,2024-03-12 11:30:25.050093,8,145.05009275983554
PICK_497,ORD_497,PPS_1,Robot,RBT_5,2024-03-05 01:12:00,2024-03-05 01:12:37.144691,9,37.14469056883173
PICK_498,ORD_498,PPS_3,Human,Operator_3,2024-03-03 14:53:00,2024-03-03 14:57:04.960896,9,244.9608964294904
PICK_499,ORD_499,PPS_5,Human,Operator_1,2024-03-21 10:14:00,2024-03-21 10:18:13.827346,8,253.82734561265977
PICK_500,ORD_500,PPS_3,Human,Operator_1,2024-03-02 22:13:00,2024-03-02 22:14:01.560618,5,61.560617948058635
PICK_501,ORD_501,PPS_5,Robot,RBT_2,2024-03-28 19:53:00,2024-03-28 19:53:37.975648,10,37.97564756227977
PICK_502,ORD_502,PPS_3,Robot,RBT_3,2024-03-22 19:30:00,2024-03-22 19:32:02.672473,3,122.672472845075
PICK_503,ORD_503,PPS_5,Human,Operator_1,2024-03-09 18:21:00,2024-03-09 18:25:17.250767,2,257.25076730545334
PICK_504,ORD_504,PPS_2,Robot,RBT_4,2024-03-12 05:03:00,2024-03-12 05:04:48.563025,1,108.56302532490511
PICK_505,ORD_505,PPS_3,Human,Operator_4,2024-03-11 03:25:00,2024-03-11 03:27:33.502321,9,153.50232077505657
PICK_506,ORD_506,PPS_2,Human,Operator_1,2024-03-01 20:28:00,2024-03-01 20:32:16.535283,2,256.53528336211275
PICK_507,ORD_507,PPS_1,Human,Operator_1,2024-03-24 15:42:00,2024-03-24 15:45:31.502600,1,211.50259998926387
PICK_508,ORD_508,PPS_3,Human,Operator_3,2024-03-27 17:00:00,2024-03-27 17:02:17.245192,2,137.24519223745102
PICK_509,ORD_509,PPS_2,Human,Operator_4,2024-03-13 08:35:00,2024-03-13 08:37:47.154269,9,167.15426936448367
PICK_510,ORD_510,PPS_5,Robot,RBT_1,2024-03-13 18:38:00,2024-03-13 18:39:18.578124,2,78.57812356855803
PICK_511,ORD_511,PPS_4,Robot,RBT_3,2024-03-25 21:15:00,2024-03-25 21:16:30.586387,7,90.58638652677688
PICK_512,ORD_512,PPS_4,Human,Operator_2,2024-03-03 20:55:00,2024-03-03 20:59:12.975676,7,252.97567610044777
PICK_513,ORD_513,PPS_5,Human,Operator_2,2024-03-18 14:08:00,2024-03-18 14:08:37.486514,10,37.486513597479785
PICK_514,ORD_514,PPS_5,Human,Operator_1,2024-03-24 20:51:00,2024-03-24 20:52:24.125587,5,84.12558745377282
PICK_515,ORD_515,PPS_4,Robot,RBT_2,2024-03-09 00:49:00,2024-03-09 00:51:29.459298,1,149.4592976073438
PICK_516,ORD_516,PPS_2,Robot,RBT_1,2024-03-15 04:01:00,2024-03-15 04:01:48.145583,3,48.145582975219625
PICK_517,ORD_517,PPS_5,Robot,RBT_5,2024-03-05 04:55:00,2024-03-05 04:56:21.009287,4,81.00928693380848
PICK_518,ORD_518,PPS_1,Human,Operator_3,2024-03-18 05:45:00,2024-03-18 05:49:26.247300,3,266.2472999435624
PICK_519,ORD_519,PPS_4,Robot,RBT_2,2024-03-10 12:25:00,2024-03-10 12:26:39.272528,2,99.27252768223342
PICK_520,ORD_520,PPS_4,Human,Operator_1,2024-03-29 01:28:00,2024-03-29 01:32:35.440695,9,275.440695066635
PICK_521,ORD_521,PPS_1,Robot,RBT_1,2024-03-12 07:16:00,2024-03-12 07:18:27.533575,10,147.53357487871577
PICK_522,ORD_522,PPS_3,Human,Operator_2,2024-03-21 23:53:00,2024-03-21 23:57:12.819574,9,252.81957439742015
PICK_523,ORD_523,PPS_2,Human,Operator_5,2024-03-19 19:38:00,2024-03-19 19:39:46.288541,10,106.28854059404493
PICK_524,ORD_524,PPS_3,Human,Operator_5,2024-03-04 06:11:00,2024-03-04 06:12:33.200024,2,93.20002422652021
PICK_525,ORD_525,PPS_2,Human,Operator_4,2024-03-25 17:43:00,2024-03-25 17:46:34.194634,2,214.19463377474275
PICK_526,ORD_526,PPS_3,Robot,RBT_2,2024-03-02 04:17:00,2024-03-02 04:19:00.159423,6,120.15942328121132
PICK_527,ORD_527,PPS_5,Human,Operator_5,2024-03-17 03:51:00,2024-03-17 03:54:10.527113,6,190.52711276803637
PICK_528,ORD_528,PPS_5,Robot,RBT_2,2024-03-23 14:29:00,2024-03-23 14:29:29.743326,6,29.743326439130236
PICK_529,ORD_529,PPS_5,Human,Operator_2,2024-03-25 11:06:00,2024-03-25 11:08:39.712388,2,159.71238848411514
PICK_530,ORD_530,PPS_2,Human,Operator_2,2024-03-26 13:22:00,2024-03-26 13:25:35.579574,4,215.57957447149377
PICK_531,ORD_531,PPS_1,Human,Operator_3,2024-03-25 15:45:00,2024-03-25 15:49:55.309877,6,295.30987687553153
PICK_532,ORD_532,PPS_1,Robot,RBT_3,2024-03-25 10:38:00,2024-03-25 10:39:32.017327,2,92.01732651444057
PICK_533,ORD_533,PPS_2,Robot,RBT_2,2024-03-14 00:24:00,2024-03-14 00:25:23.752500,4,83.75250033533797
PICK_534,ORD_534,PPS_4,Robot,RBT_2,2024-03-15 06:49:00,2024-03-15 06:50:20.655125,10,80.65512522100684
PICK_535,ORD_535,PPS_2,Robot,RBT_2,2024-03-21 19:00:00,2024-03-21 19:02:03.253654,8,123.25365369852817
PICK_536,ORD_536,PPS_2,Robot,RBT_1,2024-03-25 17:09:00,2024-03-25 17:10:42.094141,8,102.0941413169412
PICK_537,ORD_537,PPS_5,Robot,RBT_5,2024-03-30 16:46:00,2024-03-30 16:47:56.810944,7,116.81094375424922
PICK_538,ORD_538,PPS_5,Robot,RBT_4,2024-03-09 14:56:00,2024-03-09 14:57:42.871959,6,102.87195884343514
PICK_539,ORD_539,PPS_5,Human,Operator_2,2024-03-14 19:00:00,2024-03-14 19:04:35.695430,8,275.6954296143965
PICK_540,ORD_540,PPS_1,Human,Operator_2,2024-03-06 01:14:00,2024-03-06 01:17:49.697360,7,229.69736023594066
PICK_541,ORD_541,PPS_3,Robot,RBT_2,2024-03-14 15:55:00,2024-03-14 15:55:28.178927,3,28.178926529339957
PICK_542,ORD_542,PPS_4,Robot,RBT_3,2024-03-24 20:23:00,2024-03-24 20:23:57.030460,10,57.03046003411339
PICK_543,ORD_543,PPS_5,Human,Operator_1,2024-03-25 15:09:00,2024-03-25 15:12:27.152782,3,207.15278212460873
PICK_544,ORD_544,PPS_4,Human,Operator_4,2024-03-09 13:06:00,2024-03-09 13:08:37.149902,7,157.14990167720907
PICK_545,ORD_545,PPS_5,Human,Operator_4,2024-03-21 05:05:00,2024-03-21 05:06:17.050237,2,77.05023687019644
PICK_546,ORD_546,PPS_4,Human,Operator_3,2024-03-22 17:27:00,2024-03-22 17:29:50.036441,1,170.03644123424556
PICK_547,ORD_547,PPS_3,Robot,RBT_2,2024-03-27 21:41:00,2024-03-27 21:42:41.826663,2,101.82666321564062
PICK_548,ORD_548,PPS_4,Robot,RBT_1,2024-03-22 01:32:00,2024-03-22 01:33:24.288891,6,84.28889064180137
PICK_549,ORD_549,PPS_5,Robot,RBT_5,2024-03-20 00:17:00,2024-03-20 00:18:57.176222,7,117.17622177856259
PICK_550,ORD_550,PPS_5,Human,Operator_2,2024-03-25 01:56:00,2024-03-25 01:56:56.535785,7,56.53578506238729
PICK_551,ORD_551,PPS_4,Robot,RBT_3,2024-03-21 23:09:00,2024-03-21 23:09:56.840631,1,56.84063111078806
PICK_552,ORD_552,PPS_1,Robot,RBT_3,2024-03-04 01:17:00,2024-03-04 01:18:35.554183,1,95.55418334155122
PICK_553,ORD_553,PPS_2,Robot,RBT_3,2024-03-21 14:41:00,2024-03-21 14:41:46.053784,5,46.05378433204448
PICK_554,ORD_554,PPS_4,Human,Operator_4,2024-03-07 05:59:00,2024-03-07 06:01:55.114601,8,175.1146006664699
PICK_555,ORD_555,PPS_4,Human,Operator_4,2024-03-13 10:07:00,2024-03-13 10:10:50.243031,10,230.24303055403897
PICK_556,ORD_556,PPS_2,Human,Operator_3,2024-03-18 21:43:00,2024-03-18 21:46:46.310456,4,226.31045602896418
PICK_557,ORD_557,PPS_3,Human,Operator_3,2024-03-19 02:27:00,2024-03-19 02:31:46.167929,6,286.1679288205483
PICK_558,ORD_558,PPS_4,Robot,RBT_2,2024-03-07 21:53:00,2024-03-07 21:54:37.728591,8,97.72859126117831
PICK_559,ORD_559,PPS_4,Robot,RBT_2,2024-03-18 06:53:00,2024-03-18 06:55:01.691565,1,121.69156490102192
PICK_560,ORD_560,PPS_5,Human,Operator_3,2024-03-28 10:27:00,2024-03-28 10:28:31.691806,6,91.6918063811965
PICK_561,ORD_561,PPS_3,Robot,RBT_3,2024-03-01 13:35:00,2024-03-01 13:35:41.170244,9,41.17024431035151
PICK_562,ORD_562,PPS_5,Robot,RBT_4,2024-03-20 19:00:00,2024-03-20 19:02:25.769412,1,145.7694124375945
PICK_563,ORD_563,PPS_3,Human,Operator_2,2024-03-18 20:53:00,2024-03-18 20:55:44.530487,2,164.53048720719454
PICK_564,ORD_564,PPS_5,Human,Operator_2,2024-03-17 11:37:00,2024-03-17 11:39:19.769014,8,139.76901400962933
PICK_565,ORD_565,PPS_5,Human,Operator_5,2024-03-11 07:25:00,2024-03-11 07:27:10.225253,1,130.225252811347
PICK_566,ORD_566,PPS_4,Human,Operator_2,2024-03-17 20:23:00,2024-03-17 20:27:39.375862,6,279.3758617834533
PICK_567,ORD_567,PPS_5,Robot,RBT_3,2024-03-26 11:06:00,2024-03-26 11:06:13.016880,5,13.016880319645441
PICK_568,ORD_568,PPS_5,Human,Operator_1,2024-03-21 01:56:00,2024-03-21 02:00:50.384324,10,290.38432445997574
PICK_569,ORD_569,PPS_5,Human,Operator_4,2024-03-29 16:38:00,2024-03-29 16:41:13.343211,6,193.34321054121756
PICK_570,ORD_570,PPS_1,Robot,RBT_5,2024-03-17 17:44:00,2024-03-17 17:44:31.959246,10,31.959245793255924
PICK_571,ORD_571,PPS_3,Human,Operator_5,2024-03-30 06:25:00,2024-03-30 06:26:44.678294,1,104.67829413345494
PICK_572,ORD_572,PPS_4,Robot,RBT_2,2024-03-06 01:24:00,2024-03-06 01:26:23.450598,7,143.45059782915195
PICK_573,ORD_573,PPS_5,Robot,RBT_3,2024-03-27 12:46:00,2024-03-27 12:48:11.343536,10,131.34353605341363
PICK_574,ORD_574,PPS_3,Human,Operator_1,2024-03-12 12:23:00,2024-03-12 12:27:42.870910,6,282.87091001463875
PICK_575,ORD_575,PPS_1,Robot,RBT_4,2024-03-05 08:05:00,2024-03-05 08:06:18.422630,8,78.42263021298706
PICK_576,ORD_576,PPS_4,Human,Operator_4,2024-03-21 09:08:00,2024-03-21 09:11:21.978925,10,201.97892475874607
PICK_577,ORD_577,PPS_3,Human,Operator_5,2024-03-20 00:51:00,2024-03-20 00:54:52.495104,8,232.4951037168438
PICK_578,ORD_578,PPS_3,Human,Operator_4,2024-03-22 10:38:00,2024-03-22 10:42:25.801708,3,265.8017075071103
PICK_579,ORD_579,PPS_4,Human,Operator_4,2024-03-19 03:34:00,2024-03-19 03:35:28.284251,8,88.28425134534817
PICK_580,ORD_580,PPS_1,Human,Operator_5,2024-03-23 22:53:00,2024-03-23 22:53:57.323009,7,57.32300895888073
PICK_581,ORD_581,PPS_5,Robot,RBT_1,2024-03-04 01:44:00,2024-03-04 01:44:52.770066,7,52.77006555994823
PICK_582,ORD_582,PPS_4,Robot,RBT_4,2024-03-10 10:56:00,2024-03-10 10:57:38.956148,8,98.95614831236296
PICK_583,ORD_583,PPS_3,Robot,RBT_3,2024-03-08 07:43:00,2024-03-08 07:44:06.235792,6,66.23579204566283
PICK_584,ORD_584,PPS_1,Human,Operator_1,2024-03-15 16:07:00,2024-03-15 16:09:56.580449,10,176.5804486630696
PICK_585,ORD_585,PPS_4,Robot,RBT_2,2024-03-05 05:09:00,2024-03-05 05:09:19.015164,8,19.01516352234649
PICK_586,ORD_586,PPS_4,Human,Operator_1,2024-03-27 13:55:00,2024-03-27 13:59:56.598698,6,296.5986978412216
PICK_587,ORD_587,PPS_4,Human,Operator_5,2024-03-26 09:15:00,2024-03-26 09:16:43.298278,3,103.29827752914326
PICK_588,ORD_588,PPS_5,Human,Operator_1,2024-03-04 02:22:00,2024-03-04 02:22:48.380950,8,48.38095012843647
PICK_589,ORD_589,PPS_1,Human,Operator_4,2024-03-07 11:26:00,2024-03-07 11:27:03.087685,4,63.08768450894222
PICK_590,ORD_590,PPS_4,Robot,RBT_1,2024-03-08 14:36:00,2024-03-08 14:38:14.181707,4,134.18170692770184
PICK_591,ORD_591,PPS_2,Human,Operator_3,2024-03-27 16:58:00,2024-03-27 16:58:44.609521,5,44.609520636785575
PICK_592,ORD_592,PPS_1,Human,Operator_1,2024-03-30 20:15:00,2024-03-30 20:19:48.251107,5,288.2511074334024
PICK_593,ORD_593,PPS_2,Robot,RBT_5,2024-03-01 16:43:00,2024-03-01 16:43:23.880131,8,23.880131295907564
PICK_594,ORD_594,PPS_3,Human,Operator_3,2024-03-12 08:14:00,2024-03-12 08:17:05.934690,3,185.9346903952326
PICK_595,ORD_595,PPS_2,Robot,RBT_1,2024-03-21 18:11:00,2024-03-21 18:11:25.653842,7,25.65384182047062
PICK_596,ORD_596,PPS_5,Robot,RBT_3,2024-03-21 04:43:00,2024-03-21 04:43:50.163152,7,50.16315173878647
PICK_597,ORD_597,PPS_2,Robot,RBT_1,2024-03-12 21:47:00,2024-03-12 21:48:11.458536,6,71.45853575407573
PICK_598,ORD_598,PPS_1,Human,Operator_2,2024-03-29 08:53:00,2024-03-29 08:57:48.297488,9,288.2974882833271
PICK_599,ORD_599,PPS_1,Human,Operator_4,2024-03-09 22:41:00,2024-03-09 22:44:25.766144,6,205.7661444027365
PICK_600,ORD_600,PPS_5,Robot,RBT_1,2024-03-03 14:53:00,2024-03-03 14:53:16.364140,1,16.36413962371152
PICK_601,ORD_601,PPS_4,Robot,RBT_5,2024-03-09 19:20:00,2024-03-09 19:21:05.143872,2,65.14387222125279
PICK_602,ORD_602,PPS_3,Human,Operator_4,2024-03-25 05:13:00,2024-03-25 05:17:25.775770,5,265.7757700109105
PICK_603,ORD_603,PPS_5,Human,Operator_3,2024-03-16 21:11:00,2024-03-16 21:14:51.532912,3,231.53291154719815
PICK_604,ORD_604,PPS_1,Robot,RBT_5,2024-03-24 19:05:00,2024-03-24 19:06:38.912186,4,98.91218628028382
PICK_605,ORD_605,PPS_3,Robot,RBT_1,2024-03-01 22:43:00,2024-03-01 22:44:21.388036,5,81.3880364127442
PICK_606,ORD_606,PPS_3,Robot,RBT_5,2024-03-28 22:00:00,2024-03-28 22:00:29.747180,1,29.747180449946672
PICK_607,ORD_607,PPS_2,Robot,RBT_4,2024-03-12 03:48:00,2024-03-12 03:49:04.569962,3,64.56996190273456
PICK_608,ORD_608,PPS_1,Human,Operator_3,2024-03-08 04:32:00,2024-03-08 04:36:44.283996,4,284.28399577748166
PICK_609,ORD_609,PPS_5,Human,Operator_1,2024-03-04 20:44:00,2024-03-04 20:45:49.020062,9,109.02006224687034
PICK_610,ORD_610,PPS_5,Robot,RBT_2,2024-03-19 05:06:00,2024-03-19 05:06:20.466249,4,20.466249238213365
PICK_611,ORD_611,PPS_2,Robot,RBT_4,2024-03-05 00:17:00,2024-03-05 00:19:19.145846,1,139.14584565394875
PICK_612,ORD_612,PPS_2,Robot,RBT_2,2024-03-07 02:05:00,2024-03-07 02:06:49.128451,5,109.1284511432367
PICK_613,ORD_613,PPS_1,Human,Operator_4,2024-03-24 06:30:00,2024-03-24 06:31:10.101330,4,70.10133029445791
PICK_614,ORD_614,PPS_3,Human,Operator_3,2024-03-26 22:08:00,2024-03-26 22:09:02.319338,8,62.319337742563924
PICK_615,ORD_615,PPS_2,Human,Operator_4,2024-03-27 23:32:00,2024-03-27 23:33:57.773060,7,117.77305975910973
PICK_616,ORD_616,PPS_1,Robot,RBT_5,2024-03-30 00:19:00,2024-03-30 00:19:19.169940,2,19.169940264459278
PICK_617,ORD_617,PPS_1,Robot,RBT_2,2024-03-23 09:03:00,2024-03-23 09:03:43.601764,7,43.601763635073056
PICK_618,ORD_618,PPS_2,Human,Operator_2,2024-03-25 06:29:00,2024-03-25 06:31:31.043348,2,151.04334752907232
PICK_619,ORD_619,PPS_5,Robot,RBT_5,2024-03-28 04:39:00,2024-03-28 04:41:05.692786,8,125.69278629234765
PICK_620,ORD_620,PPS_4,Human,Operator_2,2024-03-27 05:55:00,2024-03-27 05:55:36.758558,9,36.7585578460365
PICK_621,ORD_621,PPS_2,Robot,RBT_3,2024-03-23 19:22:00,2024-03-23 19:22:45.119550,9,45.119550159559296
PICK_622,ORD_622,PPS_2,Robot,RBT_3,2024-03-05 09:45:00,2024-03-05 09:47:23.962958,10,143.9629581770115
PICK_623,ORD_623,PPS_2,Robot,RBT_3,2024-03-01 22:42:00,2024-03-01 22:44:19.242864,9,139.24286388510455
PICK_624,ORD_624,PPS_5,Human,Operator_1,2024-03-07 03:12:00,2024-03-07 03:13:44.304182,6,104.30418171067573
PICK_625,ORD_625,PPS_2,Robot,RBT_3,2024-03-02 04:19:00,2024-03-02 04:19:12.116288,3,12.1162878132984
PICK_626,ORD_626,PPS_2,Human,Operator_4,2024-03-23 07:49:00,2024-03-23 07:53:11.273695,1,251.2736950977902
PICK_627,ORD_627,PPS_4,Human,Operator_4,2024-03-10 21:20:00,2024-03-10 21:23:22.862095,4,202.86209464840968
PICK_628,ORD_628,PPS_1,Human,Operator_5,2024-03-04 05:15:00,2024-03-04 05:17:12.734283,4,132.73428323192303
